Latitude,Longitude,CreatedDate
13.6873732,100.7537842,2026-04-22 12:39:51.1701842 +07:00
13.6873732,100.7537842,2026-04-22 12:39:56.8216790 +07:00
13.6873732,100.7537918,2026-04-22 12:40:01.1895950 +07:00
13.6873732,100.7537918,2026-04-22 12:40:06.1615531 +07:00
13.6873741,100.7537918,2026-04-22 12:40:11.1699348 +07:00
13.6873741,100.7537842,2026-04-22 12:40:16.8827188 +07:00
13.6873760,100.7537842,2026-04-22 12:40:21.1700564 +07:00
13.6873760,100.7537842,2026-04-22 12:40:26.8008901 +07:00
13.6873779,100.7537842,2026-04-22 12:40:31.1691088 +07:00
13.6873779,100.7537842,2026-04-22 12:40:36.8009163 +07:00
13.6873779,100.7537842,2026-04-22 12:40:41.1694404 +07:00
13.6873779,100.7537918,2026-04-22 12:40:46.8409413 +07:00
13.6873779,100.7537918,2026-04-22 12:40:51.8293163 +07:00
13.6873779,100.7537918,2026-04-22 12:40:56.1598348 +07:00
13.6873779,100.7537918,2026-04-22 12:41:01.1777388 +07:00
13.6873760,100.7537918,2026-04-22 12:41:06.7612937 +07:00
13.6873760,100.7537918,2026-04-22 12:41:11.1690892 +07:00
13.6873741,100.7537918,2026-04-22 12:41:16.1609709 +07:00
13.6873741,100.7537918,2026-04-22 12:41:21.1701624 +07:00
13.6873741,100.7537994,2026-04-22 12:41:26.8208716 +07:00
13.6873760,100.7537994,2026-04-22 12:41:31.1606073 +07:00
13.6873779,100.7537918,2026-04-22 12:41:36.1807649 +07:00
13.6873779,100.7537918,2026-04-22 12:41:41.8586352 +07:00
13.6873779,100.7537918,2026-04-22 12:41:46.1611632 +07:00
13.6873779,100.7537918,2026-04-22 12:41:51.8493307 +07:00
13.6873779,100.7537918,2026-04-22 12:41:56.1610799 +07:00
13.6873760,100.7537918,2026-04-22 12:42:01.8253631 +07:00
13.6873760,100.7537842,2026-04-22 12:42:06.1604681 +07:00
13.6873760,100.7537842,2026-04-22 12:42:11.8231976 +07:00
13.6873779,100.7537842,2026-04-22 12:42:16.1704810 +07:00
13.6873779,100.7537842,2026-04-22 12:42:21.8198280 +07:00
13.6873789,100.7537842,2026-04-22 12:42:26.1700323 +07:00
13.6873789,100.7537842,2026-04-22 12:42:31.1604085 +07:00
13.6873808,100.7537842,2026-04-22 12:42:36.1698247 +07:00
13.6873808,100.7537842,2026-04-22 12:42:41.1602693 +07:00
13.6873789,100.7537842,2026-04-22 12:42:46.1695717 +07:00
13.6873779,100.7537842,2026-04-22 12:42:51.1814259 +07:00
13.6873760,100.7537842,2026-04-22 12:42:56.9088473 +07:00
13.6873760,100.7537842,2026-04-22 12:43:01.1609934 +07:00
13.6873760,100.7537842,2026-04-22 12:43:06.1606429 +07:00
13.6873760,100.7537842,2026-04-22 12:43:11.1615172 +07:00
13.6873760,100.7537842,2026-04-22 12:43:16.8491790 +07:00
13.6873760,100.7537842,2026-04-22 12:43:21.2015124 +07:00
13.6873741,100.7537842,2026-04-22 12:43:26.8507785 +07:00
